BY,ANNUM,Sex,SexCode,Weight,CG,CGcode,CaptLat,CaptLong,Reunite,EstAgeAtCap,DOB,DOC,LastAct,MinDaysAlive FromBirth,MinDaysAlive FromCapture,Fate,FateCode,LastLat,LastLong,COD,Comments,,
2012,2012216,m,1,9.00,Tundra,1,61.1220,-155.7563,yes,1,05/16/12,05/17/12,10/11/12,148,147,unk,0,60.7207,-156.2153,,,,
2012,2012217,m,1,8.50,Tundra,1,61.1398,-155.7417,returning,1,05/16/12,05/17/12,10/11/12,148,147,unk,0,,,,,,
2012,2012218,f,0,6.50,Tundra,1,61.1198,-155.7172,searching,0,05/17/12,05/17/12,07/06/12,50,50,mort,1,,,unk pred,,,
2012,2012219,m,1,8.50,Tundra,1,61.1427,-155.7111,yes,0,05/18/12,05/18/12,07/06/12,49,49,mort,1,,,unk pred,,,
2012,2012220,f,0,8.00,Tundra,1,61.2163,-155.8086,yes,1,05/17/12,05/18/12,05/19/12,2,1,mort,1,61.2163,-155.8086,brown bear,,,
2012,2012221,f,0,8.00,Tundra,1,61.1524,-155.7160,no,1,05/17/12,05/18/12,05/26/12,9,8,mort,1,61.1108,-155.6975,brown bear,,,
2012,2012222,m,1,7.50,Tundra,1,61.1622,-155.7457,yes,0,05/18/12,05/18/12,05/18/12,0,0,mort,1,61.1622,-155.7457,drowned,,,
2012,2012223,f,0,7.50,Tundra,1,61.1622,-155.7457,yes,0,05/18/12,05/18/12,07/06/12,49,49,unk,0,,,,,,
2012,2012224,m,1,8.50,Tundra,1,61.3280,-155.9204,yes,1,05/17/12,05/18/12,05/23/12,6,5,mort,1,61.2675,-155.7430,wolf,,,
2012,2012225,f,0,8.00,Tundra,1,61.4034,-155.8884,yes,0,05/18/12,05/18/12,05/18/12,0,0,mort,1,61.3973,-155.8900,eagle,,,
2012,2012226,f,0,8.25,Tundra,1,61.2669,-155.7866,yes,1,05/17/12,05/18/12,06/14/12,28,27,unk,0,60.5677,-154.4249,,,,
2012,2012227,m,1,9.00,Tundra,1,61.1982,-155.7538,yes,1,05/17/12,05/18/12,09/30/12,136,135,unk,0,60.2943,-157.6110,,,,
2012,2012228,m,1,7.00,Tundra,1,61.2027,-155.7528,yes,0,05/18/12,05/18/12,05/20/12,2,2,mort,1,61.2187,-155.7240,drowned,,,
2012,2012229,m,1,10.00,Tundra,1,61.1420,-156.0200,yes,1,05/17/12,05/18/12,10/11/12,147,146,unk,0,60.0708,-156.2252,,,,
2012,2012230,m,1,8.00,Tundra,1,61.2100,-155.9871,unk,1,05/17/12,05/18/12,05/22/12,5,4,mort,1,61.1037,-155.9440,brown bear,,,
2012,2012231,m,1,9.50,Tundra,1,61.2117,-155.7640,yes,1,05/17/12,05/18/12,10/11/12,147,146,unk,0,,,,,,
2012,2012232,m,1,8.75,Tundra,1,61.2709,-155.7696,yes,0,05/18/12,05/18/12,05/23/12,5,5,mort,1,61.2810,-155.7892,brown bear,,,
2012,2012233,f,0,8.25,Tundra,1,61.3103,-155.7781,yes,1,05/17/12,05/18/12,05/18/12,1,0,mort,1,61.3103,-155.7781,brown bear,,,
2012,2012234,unk,2,7.50,Tundra,1,61.2122,-156.0076,yes,1,05/17/12,05/18/12,10/11/12,147,146,unk,0,59.7500,-156.8333,,,,
2012,2012235,f,0,8.00,Tundra,1,61.2019,-156.0095,unk,0,05/18/12,05/18/12,05/18/12,0,0,mort,1,61.2019,-156.0095,brown bear,,,
2012,2012236,m,1,,Tundra,1,61.1636,-155.9317,no,1,05/17/12,05/18/12,06/14/12,28,27,unk,0,,,,,,
2012,2012237,m,1,7.00,Tundra,1,61.1813,-155.7405,returning,0,05/19/12,05/19/12,05/30/12,11,11,mort,1,60.9899,-155.5266,brown bear,,,
2012,2012238,m,1,8.00,Tundra,1,61.2525,-155.9020,unk,1,05/18/12,05/19/12,05/19/12,1,0,mort,1,61.2525,-155.9020,brown bear,,,
2012,2012239,f,0,6.75,Tundra,1,61.3987,-155.9400,yes,1,05/18/12,05/19/12,10/11/12,146,145,unk,0,59.6167,-156.8333,,,,
2012,2012240,m,1,7.00,Tundra,1,61.3532,-156.1718,unk,1,05/18/12,05/19/12,05/27/12,9,8,mort,1,61.3045,-156.0805,drowned,,,
2012,2012241,m,1,9.00,Tundra,1,61.3526,-156.1920,yes,1,05/18/12,05/19/12,05/20/12,2,1,mort,1,61.3526,-156.1920,black bear,,,
2012,2012242,m,1,11.00,Tundra,1,61.2895,-156.3353,yes,2,05/17/12,05/19/12,10/11/12,147,145,unk,0,,,,,,
2012,2012243,m,1,11.25,Tundra,1,61.2521,-156.3475,yes,1,05/18/12,05/19/12,05/21/12,3,2,mort,1,61.2521,-156.3475,black bear,,,
2012,2012244,f,0,,Tundra,1,61.1566,-156.2231,yes,1,05/18/12,05/19/12,05/22/12,4,3,mort,1,61.1673,-156.3158,brown bear,,,
2012,2012245,f,0,8.25,Tundra,1,60.9580,-155.7370,unk,1,05/18/12,05/19/12,05/20/12,2,1,mort,1,60.9588,-155.7702,unk pred,,,
2012,2012246,m,1,10.00,Tundra,1,60.8431,-155.7779,yes,1,05/18/12,05/19/12,05/22/12,4,3,mort,1,60.8452,-155.7925,brown bear,,,
2012,2012247,f,0,10.25,Tundra,1,61.0512,-155.7852,yes,1,05/18/12,05/19/12,05/27/12,9,8,mort,1,61.3056,-156.3161,brown bear,,,
2012,2012248,f,0,8.50,Tundra,1,61.1410,-155.8615,unk,1,05/18/12,05/19/12,05/25/12,7,6,mort,1,61.1533,-155.7790,brown bear,,,
2012,2012249,f,0,8.75,Tundra,1,61.1277,-155.8628,yes,0,05/19/12,05/19/12,07/06/12,48,48,mort,1,,,,,,
2012,2012250,m,1,9.25,Tundra,1,61.3270,-156.1123,yes,1,05/19/12,05/20/12,05/21/12,2,1,mort,1,61.3270,-156.1123,trauma,sepsis/dehydration from frx mandible & ribs,,
2012,2012251,f,0,9.00,Tundra,1,61.3268,-156.1412,unk,0,05/20/12,05/20/12,05/21/12,1,1,mort,1,61.3268,-156.1412,brown bear,,,
2012,2012252,f,0,9.50,Tundra,1,61.1928,-155.8970,yes,1,05/19/12,05/20/12,07/06/12,48,47,unk,0,,,,,,
2012,2012253,f,0,11.50,Tundra,1,61.1966,-155.7759,returning,1,05/20/12,05/21/12,05/21/12,1,0,mort,1,61.1868,-155.7987,brown bear,,,
2012,2012254,f,0,7.75,Tundra,1,61.2098,-156.2169,returning,0,05/21/12,05/21/12,05/23/12,2,2,mort,1,61.1877,-156.1830,brown bear,,,
2012,2012255,f,0,7.50,Tundra,1,61.3400,-156.1442,yes,1,05/20/12,05/21/12,05/23/12,3,2,mort,1,61.3065,-156.1397,wolf,,,
2012,2012256,f,0,8.00,Tundra,1,61.1498,-155.7002,yes,1,05/21/12,05/22/12,07/06/12,46,45,mort,1,,,unk pred,,,
2012,2012257,unk,2,9.00,Tundra,1,61.0800,-155.7448,yes,1,05/21/12,05/22/12,05/24/12,3,2,mort,1,61.0560,-155.7203,brown bear,,,
2012,2012258,f,0,7.50,Tundra,1,61.1420,-155.7797,yes,0,05/22/12,05/22/12,05/27/12,5,5,mort,1,61.3700,-156.3522,brown bear,,,
2012,2012259,f,0,10.00,Tundra,1,61.1633,-155.7887,yes,0,05/22/12,05/22/12,10/11/12,142,142,unk,0,,,,,,
2012,2012260,m,1,,Tundra,1,61.2490,-155.7920,no,1,05/22/12,05/23/12,05/23/12,1,0,mort,1,61.1948,-155.8257,unk pred,,,
2012,2012261,m,1,9.00,Tundra,1,61.0662,-155.6823,yes,1,05/22/12,05/23/12,05/24/12,2,1,mort,1,61.0662,-155.6823,brown bear,,,
2012,2012262,m,1,8.50,Tundra,1,61.0693,-155.7687,returning,0,05/23/12,05/23/12,05/28/12,5,5,mort,1,61.0652,-155.7575,brown bear,,,
2012,2012263,f,0,10.00,Tundra,1,61.1987,-155.7170,unk,2,05/21/12,05/23/12,06/09/12,19,17,mort,1,,,,,,
2012,2012264,m,1,8.50,Tundra,1,61.2527,-155.7622,yes,1,05/23/12,05/24/12,10/11/12,141,140,unk,0,59.7500,-156.7500,,,,
2012,2012265,f,0,7.50,Tundra,1,61.2915,-155.9116,searching,1,05/23/12,05/24/12,05/27/12,4,3,mort,1,61.5625,-156.6703,wolf,,,
2013,2013100,m,1,,Kemuk,0,59.2694,-157.8405,yes,2,05/16/13,05/18/13,05/15/14,364,362,unk,0,,,,,,
2013,2013101,f,0,8.00,Kemuk,0,59.4263,-157.8202,yes,1,05/17/13,05/18/13,07/12/13,56,55,unk,0,,,,,,
2013,2013102,m,1,6.00,Kemuk,0,59.4455,-157.8487,yes,1,05/17/13,05/18/13,05/23/13,6,5,mort,1,59.4257,-157.9120,brown bear,,,
2013,2013103,f,0,,Kemuk,0,59.4832,-157.8495,yes,1,05/17/13,05/18/13,07/12/13,56,55,unk,0,,,,,,
2013,2013104,m,1,8.00,Kemuk,0,59.8494,-156.8839,searching,1,05/17/13,05/18/13,05/18/13,1,0,mort,1,59.8750,-156.8753,drowned,,,
2013,2013105,m,1,7.50,Kemuk,0,59.8702,-156.8894,yes,0,05/18/13,05/18/13,05/18/13,0,0,mort,1,59.8716,-156.8812,drowned,,,
2013,2013106,f,0,6.50,Kemuk,0,59.8762,-156.9238,yes,1,05/17/13,05/18/13,05/19/13,2,1,mort,1,59.8933,-156.9167,wolf,,,
2013,2013107,f,0,6.00,Kemuk,0,59.8968,-157.5614,yes,0,05/19/13,05/19/13,04/03/14,319,319,unk,0,,,,,,
2013,2013108,m,1,7.50,Kemuk,0,59.8968,-157.5614,searching,2,05/17/13,05/19/13,05/15/14,363,361,unk,0,,,,,,
2013,2013109,m,1,8.00,Kemuk,0,59.8980,-157.5291,yes,1,05/18/13,05/19/13,10/22/13,157,156,unk,0,,,,,,
2013,2013110,f,0,7.50,Kemuk,0,59.8884,-157.5062,searching,0,05/19/13,05/19/13,07/12/13,54,54,unk,0,,,,,,
2013,2013111,m,1,8.50,Kemuk,0,59.9708,-157.5060,yes,1,05/18/13,05/19/13,07/12/13,55,54,unk,0,,,,,,
2013,2013112,m,1,8.00,Kemuk,0,59.9784,-157.5570,yes,1,05/18/13,05/19/13,04/03/14,320,319,unk,0,,,,,,
2013,2013113,f,0,9.00,Kemuk,0,59.8815,-156.9683,searching,2,05/17/13,05/19/13,05/25/13,8,6,mort,1,59.9067,-157.0066,wolf,,,
2013,2013114,unk,2,9.50,Kemuk,0,59.8784,-157.0978,searching,2,05/17/13,05/19/13,05/19/14,367,365,unk,0,,,,,,
2013,2013115,m,1,8.00,Kemuk,0,59.8699,-157.0978,yes,2,05/17/13,05/19/13,05/22/13,5,3,mort,1,59.8727,-157.1329,drowned,,,
2013,2013116,unk,2,8.00,Kemuk,0,59.7872,-157.4555,yes,1,05/18/13,05/19/13,05/15/14,362,361,unk,0,,,,,,
2013,2013117,m,1,7.50,Kemuk,0,59.7617,-157.4563,yes,1,05/18/13,05/19/13,05/15/14,362,361,unk,0,,,,,,
2013,2013118,f,0,5.50,Kemuk,0,59.7089,-157.4025,yes,0,05/19/13,05/19/13,04/03/14,319,319,unk,0,,,,,,
2013,2013119,f,0,7.00,Kemuk,0,59.6007,-157.3402,yes,1,05/18/13,05/19/13,05/15/14,362,361,unk,0,,,,,,
2013,2013120,f,0,9.00,Kemuk,0,59.4832,-157.6311,searching,2,05/17/13,05/19/13,12/16/13,213,211,unk,0,,,,,,
2013,2013121,m,1,8.50,Kemuk,0,59.3902,-157.5624,yes,1,05/19/13,05/20/13,05/15/14,361,360,unk,0,,,,,,
2013,2013122,f,0,7.00,Kemuk,0,59.8863,-157.5038,yes,1,05/19/13,05/20/13,07/12/13,54,53,unk,0,,,,,,
2013,2013123,f,0,7.00,Kemuk,0,59.8988,-157.4982,yes,0,05/20/13,05/20/13,12/16/13,210,210,unk,0,,,,,,
2013,2013124,f,0,5.00,Kemuk,0,59.9152,-157.5112,yes,0,05/20/13,05/20/13,05/15/14,360,360,unk,0,,,,,,
2013,2013125,f,0,7.50,Kemuk,0,59.9491,-157.6442,searching,2,05/18/13,05/20/13,07/12/13,55,53,unk,0,60.2118,-160.6993,,,,
2013,2013126,f,0,8.50,Kemuk,0,60.0976,-157.2117,yes,2,05/18/13,05/20/13,05/24/13,6,4,unk,0,60.0798,-157.3170,,,,
2013,2013127,f,0,8.50,Kemuk,0,60.1903,-157.4860,yes,2,05/18/13,05/20/13,05/15/14,362,360,unk,0,,,,,,
2013,2013128,f,0,6.00,Kemuk,0,60.0264,-157.5815,searching,0,05/20/13,05/20/13,05/21/13,1,1,capture mort,2,60.0313,-157.5901,starvation,capture related; did not see reunite and was not with cow day after capture,,
2013,2013129,m,1,8.50,Kemuk,0,60.0267,-157.5884,searching,2,05/18/13,05/20/13,05/31/13,13,11,unk,0,,,,,,
2013,2013130,f,0,,Kemuk,0,59.6763,-157.2400,searching,2,05/18/13,05/20/13,05/15/14,362,360,unk,0,,,,,,
2013,2013131,m,1,9.50,Kemuk,0,59.5936,-157.2258,searching,3,05/17/13,05/20/13,05/31/13,14,11,unk,0,59.8889,-159.2415,,,,
2013,2013132,f,0,10.00,Kemuk,0,59.5312,-157.5802,searching,3,05/17/13,05/20/13,07/12/13,56,53,unk,0,60.6236,-159.1961,,,,
2013,2013133,f,0,8.50,Kemuk,0,59.5945,-157.4865,yes,2,05/19/13,05/21/13,05/15/14,361,359,unk,0,,,,,,
2013,2013134,m,1,7.50,Kemuk,0,59.6093,-157.4678,yes,1,05/20/13,05/21/13,07/12/13,53,52,unk,0,60.4925,-159.2430,,,,
2013,2013135,f,0,7.00,Kemuk,0,59.6412,-157.4034,yes,1,05/20/13,05/21/13,05/15/14,360,359,unk,0,,,,,,
2013,2013136,m,1,8.00,Kemuk,0,59.7200,-157.5023,yes,1,05/20/13,05/21/13,10/22/13,155,154,unk,0,,,,,,
2013,2013137,f,0,8.00,Kemuk,0,59.7965,-157.4721,yes,1,05/20/13,05/21/13,07/12/13,53,52,unk,0,60.2533,-160.7705,,,,
2013,2013138,m,1,7.00,Kemuk,0,59.7965,-157.5465,yes,1,05/21/13,05/22/13,04/03/14,317,316,unk,0,60.2215,-159.9195,,,,
2013,2013139,f,0,9.00,Kemuk,0,59.8275,-157.5530,yes,3,05/19/13,05/22/13,10/23/13,157,154,unk,0,,,,,,
2013,2013140,f,0,7.50,Kemuk,0,59.8915,-157.6673,searching,1,05/21/13,05/22/13,07/12/13,52,51,unk,0,,,,,,
2013,2013141,f,0,9.50,Kemuk,0,59.9472,-157.6502,searching,3,05/19/13,05/22/13,07/12/13,54,51,unk,0,,,,,,
2013,2013142,f,0,6.00,Kemuk,0,59.5579,-157.8266,yes,1,05/22/13,05/23/13,05/23/13,1,0,mort,1,59.5585,-157.8251,starvation,cow present when mort investigated,,
2013,2013143,f,0,8.00,Kemuk,0,59.6150,-157.6779,searching,1,05/22/13,05/23/13,05/15/14,358,357,unk,0,,,,,,
2013,2013144,f,0,9.00,Kemuk,0,59.6416,-157.6375,yes,2,05/21/13,05/23/13,10/23/13,155,153,unk,0,,,,,,
2013,2013145,m,1,8.50,Kemuk,0,59.6139,-157.6236,yes,1,05/22/13,05/23/13,10/23/13,154,153,unk,0,,,,,,
2013,2013146,m,1,9.00,Kemuk,0,59.6106,-157.6637,yes,3,05/20/13,05/23/13,07/12/13,53,50,unk,0,,,,,,
2013,2013147,f,0,8.50,Kemuk,0,59.5813,-157.7120,yes,2,05/22/13,05/24/13,05/15/14,358,356,mort,1,59.6000,-157.7500,wolf,,,
2013,2013148,m,1,10.00,Kemuk,0,59.6548,-157.3520,yes,3,05/22/13,05/25/13,04/03/14,316,313,unk,0,,,,,,
2013,2013149,f,0,8.50,Kemuk,0,59.8408,-157.8123,yes,1,05/26/13,05/27/13,11/22/13,180,179,unk,0,,,,,,
2013,2013200,m,1,8.50,Tundra,1,61.2079,-155.8232,yes,2,05/14/13,05/16/13,05/17/13,3,1,mort,1,61.1887,-155.8453,wolf,,,
2013,2013201,f,0,8.50,Tundra,1,61.2216,-155.8079,yes,1,05/15/13,05/16/13,05/23/13,8,7,mort,1,61.1783,-155.8516,brown bear,,,
2013,2013202,unk,2,8.50,Tundra,1,61.2424,-155.7394,searching,1,05/15/13,05/16/13,07/12/13,58,57,mort,1,60.7180,-156.1584,unk pred,collar crunched,,
2013,2013203,f,0,8.00,Tundra,1,61.2656,-155.7823,yes,1,05/15/13,05/16/13,10/22/13,160,159,unk,0,,,,,,
2013,2013204,m,1,8.00,Tundra,1,61.2711,-155.7954,searching,1,05/15/13,05/16/13,05/16/13,1,0,mort,1,61.2892,-155.8012,drowned,,,
2013,2013205,f,0,8.00,Tundra,1,61.2777,-155.7910,yes,1,05/15/13,05/16/13,05/20/13,5,4,mort,1,61.2878,-155.8037,drowned,,,
2013,2013206,m,1,7.00,Tundra,1,61.2778,-155.7910,yes,1,05/15/13,05/16/13,05/15/14,365,364,unk,0,,,,,,
2013,2013207,f,0,6.50,Tundra,1,61.2778,-155.8119,yes,1,05/15/13,05/16/13,05/18/13,3,2,mort,1,61.2754,-155.8018,unk pred,,,
2013,2013208,f,0,8.00,Tundra,1,61.2588,-155.7202,yes,1,05/15/13,05/16/13,05/16/13,1,0,mort,1,61.2584,-155.7503,brown bear,,,
2013,2013209,f,0,7.00,Tundra,1,61.2678,-155.7145,searching,1,05/15/13,05/16/13,05/20/13,5,4,mort,1,61.2769,-155.7853,wolf,,,
2013,2013210,m,1,7.50,Tundra,1,61.1828,-155.8289,searching,1,05/15/13,05/16/13,05/20/13,5,4,mort,1,61.1636,-155.7358,bear,,,
2013,2013211,f,0,9.50,Tundra,1,61.2107,-155.7712,yes,2,05/14/13,05/16/13,05/26/13,12,10,mort,1,61.1420,-155.7808,wolf,,,
2013,2013212,m,1,8.00,Tundra,1,61.1687,-155.7989,searching,2,05/15/13,05/17/13,05/21/13,6,4,mort,1,61.2140,-156.0947,black bear,,,
2013,2013213,f,0,9.00,Tundra,1,61.1764,-155.7774,searching,1,05/16/13,05/17/13,05/17/13,1,0,mort,1,61.1661,-155.8120,drowned,,,
2013,2013214,m,1,7.50,Tundra,1,61.1785,-155.7388,yes,0,05/17/13,05/17/13,05/19/13,2,2,mort,1,61.1774,-155.7226,brown bear,,,
2013,2013215,f,0,7.50,Tundra,1,61.1717,-155.7467,yes,1,05/16/13,05/17/13,05/17/13,1,0,mort,1,61.1683,-155.7396,wolf,reunited with cow after capture,,
2013,2013216,m,1,9.00,Tundra,1,61.1817,-155.7415,searching,1,05/16/13,05/17/13,05/15/14,364,363,unk,0,,,,,,
2013,2013217,f,0,8.00,Tundra,1,61.1736,-155.7464,yes,1,05/16/13,05/17/13,05/25/13,9,8,mort,1,61.1646,-155.8103,drowned,,,
2013,2013218,m,1,9.50,Tundra,1,61.2824,-155.7501,yes,1,05/16/13,05/17/13,05/22/13,6,5,mort,1,61.2734,-155.9188,brown bear,,,
2013,2013219,m,1,,Tundra,1,61.2813,-155.7580,yes,1,05/16/13,05/17/13,07/12/13,57,56,unk,0,,,,,,
2013,2013220,f,0,9.00,Tundra,1,61.2928,-155.7534,yes,0,05/17/13,05/17/13,05/28/13,11,11,mort,1,61.1862,-156.0013,drowned,,,
2013,2013221,m,1,9.00,Tundra,1,61.3029,-155.7952,yes,1,05/16/13,05/17/13,07/12/13,57,56,unk,0,60.4918,-155.9312,,,,
2013,2013222,f,0,7.00,Tundra,1,61.3075,-155.8614,searching,1,05/16/13,05/17/13,05/18/13,2,1,mort,1,61.3044,-155.8621,bear,,,
2013,2013223,f,0,8.00,Tundra,1,61.3346,-155.9099,searching,0,05/17/13,05/17/13,05/17/13,0,0,mort,1,61.3362,-155.8716,unk pred,,,
2013,2013224,f,0,9.00,Tundra,1,61.3056,-155.9429,yes,1,05/17/13,05/18/13,06/26/13,40,39,unk,0,59.7764,-156.3232,,,,
2013,2013225,f,0,9.00,Tundra,1,61.2966,-155.9709,searching,1,05/17/13,05/18/13,10/22/13,158,157,unk,0,,,,,,
2013,2013226,f,0,10.50,Tundra,1,61.2781,-155.9658,searching,1,05/17/13,05/18/13,05/29/13,12,11,mort,1,61.2721,-156.1169,brown bear,,,
2013,2013227,m,1,7.00,Tundra,1,61.1814,-155.7637,yes,0,05/18/13,05/18/13,07/12/13,55,55,unk,0,,,,,,
2013,2013228,m,1,9.00,Tundra,1,61.1714,-155.7490,searching,2,05/16/13,05/18/13,05/23/13,7,5,mort,1,61.0946,-155.8389,wolf,,,
2013,2013229,m,1,9.00,Tundra,1,61.1598,-155.7209,yes,0,05/18/13,05/18/13,05/28/13,10,10,mort,1,61.2732,-155.9051,brown bear,,,
2013,2013230,m,1,9.00,Tundra,1,61.1386,-155.8018,searching,1,05/17/13,05/18/13,05/23/13,6,5,mort,1,61.1344,-155.7667,wolf,,,
2013,2013231,f,0,10.00,Tundra,1,61.1235,-155.8065,searching,2,05/16/13,05/18/13,05/15/14,364,362,unk,0,,,,,,
2013,2013232,f,0,9.00,Tundra,1,61.1341,-155.9284,yes,1,05/18/13,05/19/13,05/15/14,362,361,unk,0,,,,,,
2013,2013233,m,1,10.50,Tundra,1,61.1060,-155.9750,yes,1,05/18/13,05/19/13,04/03/14,320,319,unk,0,,,,,,
2013,2013234,m,1,10.50,Tundra,1,61.1026,-155.9828,yes,1,05/18/13,05/19/13,04/03/14,320,319,unk,0,,,,,,
2013,2013235,f,0,9.00,Tundra,1,61.1389,-155.9845,searching,1,05/18/13,05/19/13,07/12/13,55,54,unk,0,59.8622,-157.1122,,,,
2013,2013236,m,1,9.50,Tundra,1,61.1677,-155.8764,yes,1,05/18/13,05/19/13,05/25/13,7,6,mort,1,61.1247,-155.8284,drowned,,,
2013,2013237,f,0,9.00,Tundra,1,61.1790,-155.8318,yes,1,05/18/13,05/19/13,07/12/13,55,54,unk,0,,,,,,
2013,2013238,f,0,7.00,Tundra,1,61.2456,-155.8589,yes,1,05/18/13,05/19/13,05/26/13,8,7,mort,1,61.1094,-155.8206,wolf,,,
2013,2013239,f,0,9.00,Tundra,1,61.2496,-155.8680,yes,1,05/18/13,05/19/13,05/21/13,3,2,mort,1,61.2624,-155.8115,wolf,,,
2013,2013240,m,1,8.00,Tundra,1,61.2604,-155.8514,yes,1,05/18/13,05/19/13,05/24/13,6,5,mort,1,61.2773,-155.9223,brown bear,,,
2013,2013241,f,0,8.00,Tundra,1,61.2854,-155.8837,searching,1,05/18/13,05/19/13,05/15/14,362,361,unk,0,,,,,,
2013,2013242,f,0,7.50,Tundra,1,61.2868,-155.8878,unk,1,05/18/13,05/19/13,05/22/13,4,3,mort,1,61.2994,-155.9072,eagle,,,
2013,2013243,f,0,8.50,Tundra,1,61.2736,-155.9378,yes,0,05/19/13,05/19/13,05/23/13,4,4,mort,1,61.2079,-156.0070,brown bear,,,
2013,2013244,f,0,8.50,Tundra,1,61.3597,-155.9778,yes,1,05/18/13,05/19/13,07/12/13,55,54,mort,1,60.4374,-156.5770,,,,
2013,2013245,m,1,7.00,Tundra,1,61.1269,-155.8401,yes,1,05/19/13,05/20/13,05/20/13,1,0,mort,1,61.1403,-155.7343,brown bear,,,
2013,2013246,m,1,8.00,Tundra,1,61.2269,-156.0741,yes,0,05/20/13,05/20/13,05/29/13,9,9,mort,1,61.2319,-156.2336,black bear,,,
2013,2013247,m,1,10.00,Tundra,1,61.2297,-156.0783,searching,0,05/20/13,05/20/13,05/28/13,8,8,mort,1,61.0819,-155.7064,brown bear,,,
2013,2013248,m,1,10.00,Tundra,1,61.3121,-156.0914,yes,0,05/20/13,05/20/13,10/22/13,155,155,unk,0,,,,,,
2013,2013249,f,0,9.00,Tundra,1,61.3558,-156.1965,yes,1,05/19/13,05/20/13,05/23/13,4,3,mort,1,61.3452,-156.1138,black bear,,,
2013,2013250,f,0,9.00,Tundra,1,61.3646,-156.1013,searching,1,05/19/13,05/20/13,10/22/13,156,155,unk,0,,,,,,
2013,2013251,f,0,8.00,Tundra,1,61.1303,-155.7749,yes,0,05/20/13,05/20/13,05/20/13,0,0,mort,1,61.1234,-155.7187,brown bear,,,
2013,2013252,m,1,10.50,Tundra,1,61.2678,-155.8833,yes,1,05/20/13,05/21/13,05/22/13,2,1,mort,1,61.2700,-155.8794,black bear,,,
